赛事,主队,客队,主队进球,客队进球,亚盘水位,亚盘,赔率水位,胜,平,负,返还率
英超,伯恩茅,切尔西,0,1,0.909,受一球,1.02,6.5,4.33,1.57,97.90%
德甲,勒沃,科隆,2,1,0.95,一球/球半,0.98,1.39,5,7.5,95.00%
德甲,沙尔克,沃尔夫,1,1,0.909,半球,1.02,1.8,3.6,4.5,94.70%
德甲,汉诺威,多特,4,2,1.009,受一球/球半,0.919,7,5,1.39,94.10%
德甲,赫塔,汉堡,2,1,0.899,平手/半球,1.029,2.1,3.25,3.79,95.40%
德甲,霍芬,门兴,1,3,1.04,平手/半球,0.889,2.2,3.6,3.1,94.80%
德甲,拜仁,莱比锡,2,0,1.069,球半,0.86,1.36,5,8,94.30%
意甲,AC米兰,尤文,0,2,0.95,受半球,0.98,4.09,3.6,1.9,95.40%
意甲,罗马,博洛尼,1,0,0.98,球半,0.95,1.33,5.5,8.5,95.10%
德甲,美因茨,法兰克,1,1,1.069,平手,0.86,2.89,3.2,2.45,93.70%
德乙,比勒费,因戈尔,1,3,0.95,受半球,0.899,4.2,3.75,1.83,95.10%
德乙,圣保利,奥厄,1,1,0.975,半球,0.875,2,3.29,3.79,93.70%
法甲,日尔曼,尼斯,3,0,0.86,两球/两球半,1.069,1.14,9,17,95.50%
法乙,布尔格,欧塞尔,1,1,1.1,平手,0.7,3.1,3,2.45,94.00%
法乙,索肖,尼奥尔,2,1,0.925,半球,0.925,1.9,3.5,3.89,93.50%
法乙,布雷斯,奥尔良,0,1,1,半球/一球,0.85,1.72,3.6,4.75,93.50%
法乙,奎维利,阿弗尔,0,2,0.85,受平手/半球,1,3.25,3.29,2.2,93.80%
法乙,阿雅GF,巴黎FC,0,0,1.049,平手/半球,0.8,2.45,2.89,3.29,94.50%
荷乙,坎布尔,埃青年,0,1,0.975,一球/球半,0.875,1.39,4.75,6.25,91.70%
荷乙,格拉夫,福图纳,2,0,0.825,半球,1.024,1.75,4.2,4,94.40%
荷乙,登博思,海尔蒙,2,2,0.774,平手/半球,1.1,2.1,3.6,3.29,94.50%
荷乙,埃因FC,阿青年,2,3,0.85,受平手/半球,1,2.75,4,2.25,94.50%
荷乙,埃门,奥斯,1,1,0.899,一球/球半,0.95,1.39,5,6.75,93.70%
德国杯,凯泽,斯图加,1,3,1.1,受半球/一球,0.774,6,4,1.53,93.40%
德国杯,赫塔,科隆,1,3,0.8,半球,1.049,1.72,3.39,5.25,93.70%
德国杯,沃尔夫,汉诺威,1,0,0.899,半球,0.95,1.85,3.6,4,93.60%
德国杯,莱比锡,拜仁,1,1,1.049,受半球/一球,0.8,5,4.2,1.6,94.10%
德国杯,不来梅,霍芬,1,0,0.899,平手,0.95,2.54,3.5,2.6,94.00%
意甲,亚特兰,维罗纳,3,0,0.87,球半,1.06,1.3,5.5,11,96.00%
意甲,切沃,AC米兰,1,4,1.02,受平手/半球,0.909,3.6,3.29,2.14,95.30%
意甲,佛罗伦,都灵,3,0,0.94,半球/一球,0.99,1.66,4,5,95.00%
意甲,罗马,克罗托,1,0,0.899,两球,1.029,1.16,8,15,94.90%
意甲,博洛尼,拉齐奥,1,2,0.889,受半球/一球,1.04,4.75,3.6,1.72,93.50%
意甲,热那亚,那不勒,2,3,1.02,受一球/球半,0.909,8,5,1.36,94.30%
意甲,尤文,士柏,4,1,1.14,两球/两球半,0.8,1.12,10,15,94.40%
意甲,萨索洛,乌迪内,0,1,0.899,半球,1.029,1.83,3.6,4.33,94.80%
意甲,卡利亚,贝内文,2,1,0.86,半球/一球,1.069,1.64,4,5,94.40%
英超,热刺,利物浦,4,1,0.94,平手/半球,0.99,2.2,3.6,3.39,97.30%
德甲,弗赖堡,赫塔,1,1,1.149,平手,0.79,3,3,2.5,93.80%
德甲,沃尔夫,霍芬,1,1,0.909,平手,1.02,2.5,3.6,2.7,95.40%
意甲,AC米兰,热那亚,0,0,1.125,一球,0.81,1.55,4,6,94.20%
意甲,亚特兰,博洛尼,1,0,1.1,一球,0.83,1.57,4,6,94.90%
意甲,都灵,罗马,0,1,0.94,受半球,0.99,3.75,3.6,1.9,93.40%
意甲,士柏,萨索洛,0,1,0.75,受平手/半球,1.04,3,3.2,2.37,93.70%
意甲,贝内文,佛罗伦,0,3,1.029,受一球,0.899,7,4.33,1.5,96.10%
意甲,乌迪内,尤文,2,6,1,受一球/球半,0.929,9,4.5,1.36,93.60%
意甲,拉齐奥,卡利亚,3,0,0.97,两球,0.82,1.22,7,11,94.90%
西甲,塞尔塔,马竞技,0,1,1.04,受平手/半球,0.75,3.75,3.29,2.04,94.30%
西甲,皇马,埃瓦尔,3,0,0.98,三球,0.95,1.07,12,26,94.70%
西甲,莱加内,毕尔巴,1,0,0.83,平手,1.1,2.62,2.89,3,94.20%
法甲,马赛,日尔曼,2,2,1.1,受球半,0.83,9,5.75,1.3,94.90%
英超,哈德斯,曼联,2,1,1,受一球/球半,0.929,10,4.75,1.39,97.10%
英超,曼城,伯恩利,3,0,1.08,两球半/三球,0.85,1.11,11,26,97.10%
英超,纽卡,水晶宫,1,0,0.86,半球,1.069,1.9,3.6,4.5,97.40%
英超,斯托克,伯恩茅,1,2,0.83,平手/半球,1.1,2.14,3.5,3.6,97.00%
英超,斯旺西,莱切城,1,2,1.02,平手,0.909,2.89,3.25,2.7,97.60%
英超,南安普,西布罗,1,0,0.87,半球,1.06,1.83,3.39,5.25,96.90%
德甲,门兴,勒沃,1,5,0.87,受平手/半球,1.06,2.89,3.6,2.29,94.30%
德甲,法兰克,多特,2,2,0.909,受半球,1.02,3.75,3.7,1.95,95.30%
德甲,奥格斯,汉诺威,1,2,0.97,半球,0.96,1.9,3.75,3.89,95.20%
德甲,莱比锡,斯图加,1,0,0.97,一球/球半,0.96,1.39,4.5,7.5,93.00%
德甲,汉堡,拜仁,0,1,0.929,受两球,1,15,7.5,1.18,95.50%
意甲,桑普多,克罗托,5,0,0.97,一球,0.96,1.53,4.09,6.5,95.10%
意甲,那不勒,国米,0,0,0.72,一球,1.07,1.44,4.75,6.5,94.40%
西甲,巴萨,马拉加,2,0,0.909,三球/三球半,1.02,1.05,15,34,95.40%
英超,西汉姆,布赖顿,0,3,1.06,半球/一球,0.87,1.8,3.6,5.25,97.70%
德甲,沙尔克,美因茨,2,0,1.02,半球/一球,0.909,1.7,3.79,5,95.00%
德乙,因戈尔,海登,3,0,0.925,一球,0.925,1.55,4,6,94.20%
德乙,杜塞尔,达姆施,1,0,0.825,半球/一球,1.024,1.7,3.79,4.75,94.10%
法乙,阿弗尔,沙托鲁,1,1,1.024,半球/一球,0.825,1.72,3.6,4.75,93.50%
法乙,欧塞尔,奎维利,2,1,1.049,半球/一球,0.8,1.75,3.5,4.75,93.70%
法乙,南锡,克莱蒙,2,2,0.8,平手/半球,1.049,2.04,3.2,3.79,93.80%
法乙,尼奥尔,布尔格,2,0,0.899,半球/一球,0.95,1.7,3.75,4.75,93.90%
法乙,尼姆,布雷斯,4,0,0.95,半球,0.899,1.95,3.5,3.79,94.10%
法乙,图尔,索肖,0,1,0.899,平手,0.95,2.62,3.2,2.75,94.50%
法乙,奥尔良,洛里昂,1,2,0.825,受半球,1.024,3.75,3.39,2,94.20%
法乙,巴黎FC,瓦朗谢,3,2,0.899,半球,0.95,1.83,3.25,4.75,93.90%
荷乙,多德勒,格拉夫,1,1,0.95,受半球/一球,0.899,4.75,4,1.66,94.10%
荷乙,前进鹰,阿青年,4,1,0.925,受半球/一球,0.925,4.2,4.2,1.7,93.90%
欧罗巴,巴特,科隆,1,0,0.875,平手,0.975,2.79,3.25,2.79,97.60%
欧罗巴,红星,阿森纳,0,1,1.07,受平手/半球,0.72,3.89,3.7,2,97.30%
欧罗巴,马赛,吉马良,2,1,0.899,球半/两球,0.95,1.3,6,11,97.40%
欧罗巴,厄斯松,毕尔巴,2,2,0.925,受半球,0.925,4.79,3.79,1.8,97.30%
欧罗巴,卢甘斯,赫塔,2,1,0.975,受平手/半球,0.875,3.79,3.2,2.25,98.00%
欧罗巴,尼斯,拉齐奥,1,3,0.825,受平手/半球,1.024,3.1,3.5,2.39,97.40%
欧罗巴,泽尼特,罗森博,3,1,0.85,一球/球半,1,1.36,5,11,97.40%
欧罗巴,瓦尔达,社会,0,6,1.04,受一球,0.75,9,4.59,1.44,97.70%
欧罗巴,比利亚,斯拉维,2,2,0.925,半球/一球,0.925,1.66,3.75,6.5,97.80%
欧罗巴,迪纳摩,年轻人,2,2,0.875,半球/一球,0.975,1.66,4.09,5.5,97.20%
欧罗巴,霍芬,伊斯坦,3,1,0.899,球半,0.95,1.33,5.75,9.5,97.00%
欧罗巴,AC米兰,雅典,0,0,1,一球/球半,0.85,1.44,4.4,9,96.80%
欧罗巴,亚特兰,阿波罗,3,1,0.95,球半,0.899,1.33,5.25,12,97.50%
欧罗巴,埃弗顿,里昂,1,2,1.1,平手,0.774,2.89,3.39,2.6,97.50%
欧冠,马里博,利物浦,0,7,0.77,受两球/两球半,1.02,19,8,1.18,97.60%
欧冠,莫斯巴,塞维利,5,1,0.87,受半球,1.06,3.9,3.6,2.05,97.80%
欧冠,费耶诺,矿工,1,2,1.06,受平手/半球,0.87,3.7,3.6,2.1,97.60%
欧冠,曼城,那不勒,2,1,0.909,一球,1.02,1.6,4.5,5.75,97.90%
欧冠,摩纳哥,贝西克,1,2,1.049,一球,0.879,1.62,4.33,5.75,97.80%
欧冠,莱比锡,波尔图,3,2,0.87,平手/半球,1.06,2.15,3.6,3.6,98.00%
欧冠,希腊人,多特,1,1,0.889,受两球,1.04,15,7,1.22,97.20%
欧冠,皇马,热刺,1,1,0.889,一球/球半,1.04,1.4,5.5,7.5,97.10%
欧冠,本菲卡,曼联,0,1,1.029,受半球,0.899,4.5,3.6,1.9,97.40%
欧冠,拜仁,凯尔特,3,0,0.899,两球半/三球,1.029,1.09,13,29,97.20%
欧冠,安德莱,日尔曼,0,4,0.89,受两球/两球半,0.89,19,8,1.18,97.60%
欧冠,切尔西,罗马,3,3,1.069,一球,0.86,1.57,4.33,6.25,97.30%
欧冠,巴萨,奥林匹,3,1,1.069,三球,0.86,1.08,13,34,96.90%
欧冠,尤文,里斯本,2,1,0.98,一球,0.95,1.5,4.2,8,97.10%
英超,布赖顿,埃弗顿,1,1,0.8,受平手/半球,1.14,3.2,3.1,2.55,97.30%
英超,南安普,纽卡,2,2,0.879,半球,1.049,1.85,3.6,4.75,97.20%
德甲,勒沃,沃尔夫,2,2,0.889,一球,1.04,1.5,4.33,6,94.00%
德甲,不来梅,门兴,0,2,1.069,平手,0.86,2.8,3.5,2.45,95.10%
意甲,博洛尼,士柏,2,1,0.73,平手/半球,1.08,1.95,3.3,4,93.80%
意甲,卡利亚,热那亚,2,3,1.1,平手/半球,0.83,2.3,3.2,3.2,94.40%
意甲,克罗托,都灵,2,2,0.98,受平手/半球,0.95,3.4,3.4,2.15,94.90%
意甲,桑普多,亚特兰,3,1,0.96,受平手/半球,0.97,3.3,3.4,2.2,95.10%
意甲,萨索洛,切沃,0,0,0.929,平手/半球,1,2.1,3.3,3.75,95.60%
意甲,国米,AC米兰,3,2,0.96,平手/半球,0.97,2.15,3.4,3.5,95.70%
西甲,赫罗纳,比利亚,1,2,0.929,平手,1,2.63,3.2,2.8,95.20%
西甲,马拉加,莱加内,0,2,0.75,平手,1.05,2.55,3,3.1,95.40%
西甲,贝蒂斯,巴伦西,3,6,1.049,平手,0.879,2.75,3.6,2.45,95.30%
法甲,蒙彼利,尼斯,2,0,0.95,平手,0.98,2.7,3.2,2.8,96.20%
英超,伯恩利,西汉姆,1,1,1.089,平手,0.84,3,3.3,2.55,97.20%
英超,水晶宫,切尔西,2,1,0.79,受一球/球半,1.109,8,4.75,1.45,97.50%
英超,曼城,斯托克,7,2,0.99,两球半,0.94,1.14,9.5,21,97.10%
英超,斯旺西,哈德斯,2,0,1.06,半球,0.87,2,3.4,4.33,97.60%
英超,热刺,伯恩茅,1,0,0.98,两球,0.83,1.22,7.5,13,97.10%
英超,沃特福,阿森纳,2,1,0.94,受半球/一球,0.99,5.5,4.2,1.65,97.50%
德甲,拜仁,弗赖堡,5,0,0.87,三球,1.06,1.08,13,21,95.20%
德甲,美因茨,汉堡,3,2,1.069,半球/一球,0.86,1.75,3.6,5,95.30%
德甲,汉诺威,法兰克,1,2,0.909,平手,1.02,2.6,3.2,2.8,94.90%
德甲,赫塔,沙尔克,0,2,0.87,平手,1.06,2.6,3.25,2.8,95.30%
德甲,霍芬,奥格斯,2,2,0.879,半球,1.049,1.8,4,4,94.70%
德甲,多特,莱比锡,2,3,0.86,一球,1.069,1.5,4.33,6,94.00%
意甲,尤文,拉齐奥,1,2,1.049,一球,0.879,1.53,4.2,6.25,95.10%
意甲,罗马,那不勒,0,1,1.04,受平手/半球,0.889,3.3,3.6,2.1,94.60%
德甲,斯图加,科隆,2,1,0.85,半球,1.08,1.8,3.7,4.5,95.40%
德乙,圣保利,凯泽,1,1,0.774,半球,1.1,1.8,3.5,4.5,94.00%
德乙,杜伊斯,不伦瑞,0,0,0.774,平手/半球,1.1,2,3.6,3.5,94.00%
西甲,西牙人,莱万特,0,0,0.94,半球/一球,0.99,1.75,3.6,5,95.30%
法乙,阿雅GF,南锡,2,1,0.925,平手,0.925,2.7,3,2.8,94.30%
法乙,布尔格,朗斯,0,6,0.825,受半球,1.024,3.6,3.6,1.95,93.60%
法乙,沙托鲁,兰斯,3,1,0.925,受半球,0.925,4.75,3.25,1.83,93.90%
法乙,尼姆,奥尔良,4,1,0.95,半球/一球,0.899,1.7,3.5,5.25,93.90%
法乙,布雷斯,欧塞尔,1,1,0.875,平手/半球,0.975,2.15,3.1,3.75,94.80%
法乙,奎维利,阿雅克,0,1,0.875,受平手/半球,0.975,3.3,3.2,2.25,94.30%
法乙,瓦朗谢,图尔,2,0,0.975,平手,0.875,2.8,3,2.7,94.30%
法乙,索肖,巴黎FC,1,0,0.95,平手/半球,0.899,2.25,3.2,3.25,93.90%
荷乙,坎布尔,奥斯,1,3,0.8,一球/球半,1,1.4,5.25,6.25,93.90%
荷乙,埃因FC,福伦丹,1,0,0.8,平手/半球,1.049,2.05,3.6,3.3,93.60%
世外欧洲,法国,白俄,2,1,1,三球/三球半,0.929,1.06,17,51,97.90%
世外欧洲,卢森堡,保加利,1,1,0.94,受半球/一球,0.99,5.25,3.8,1.75,97.60%
世外欧洲,荷兰,瑞典,2,0,0.889,半球,1.04,1.85,4.2,4,97.20%
世外欧洲,匈牙利,法罗,1,0,1.02,球半,0.909,1.33,5.25,12,97.50%
世外欧洲,拉脱维,安道尔,4,0,1.06,一球/球半,0.87,1.36,4.6,13,97.10%
世外欧洲,葡萄牙,瑞士,2,0,0.82,半球/一球,1.109,1.62,4.1,6,97.30%
世外欧洲,比利时,塞浦路,4,0,0.84,两球半/三球,1.089,1.08,13,34,96.90%
世外欧洲,爱沙尼,波黑,1,2,0.8,受半球/一球,1,5.25,3.6,1.8,97.70%
世外欧洲,希腊,直布罗,4,0,0.85,四球半,1.08,1.01,41,81,97.40%
世外南美,巴西,智利,3,0,1,一球,0.85,1.53,4,6,93.40%
世外南美,厄瓜多,阿根廷,1,3,1.05,受一球,0.75,8,4.33,1.44,95.20%
世外南美,巴拉圭,委内瑞,0,1,1,球半,0.85,1.33,5.25,9.5,95.50%
世外南美,秘鲁,哥伦比,1,1,1,平手,0.85,2.63,3.4,2.63,94.80%
世外南美,乌拉圭,玻利维,4,2,1,两球/两球半,0.85,1.13,8.5,23,95.60%
世外欧洲,丹麦,罗马尼,1,1,0.98,球半,0.83,1.36,5,11,97.40%
世外欧洲,哈萨克,亚美尼,1,1,0.8,平手,1.14,2.55,3.5,2.88,97.60%
世外欧洲,波兰,黑山,4,2,0.94,球半/两球,0.99,1.3,5.75,12,97.40%
世外欧洲,立陶宛,英格兰,0,1,1.06,受球半/两球,0.87,16,6,1.25,97.20%
世外欧洲,斯洛文,苏格兰,2,2,0.7,受平手/半球,1.1,2.8,3.5,2.6,97.30%
世外欧洲,捷克,圣马力,5,0,1,undefined,0.8,1.01,41,81,97.40%
世外欧洲,挪威,北爱,1,0,0.99,平手/半球,0.94,2.4,3.2,3.4,97.70%
世外欧洲,芬兰,土耳其,2,2,1.049,平手,0.879,2.9,3.2,2.7,97.30%
世外欧洲,摩尔多,奥地利,0,1,1.049,受一球/球半,0.879,9,5,1.4,97.50%
世外欧洲,塞尔维,格鲁吉,1,0,1.049,两球/两球半,0.879,1.13,9.5,29,97.60%
世外欧洲,威尔士,爱尔兰,0,1,0.879,平手/半球,1.049,2.15,3.4,3.8,97.80%
世外欧洲,阿尔巴,意大利,0,1,0.98,受一球,0.95,8.5,4.2,1.5,97.80%
世外欧洲,以色列,西班牙,0,1,1.049,受球半/两球,0.879,14,6.5,1.25,97.50%
世外欧洲,乌克兰,克罗地,0,2,0.85,受平手/半球,1.08,3,3.7,2.4,98.00%
世外非洲,喀麦隆,阿尔及,2,0,0.899,半球/一球,0.899,1.67,3.3,6,93.60%
世外非洲,尼日利,赞比亚,1,0,0.899,一球/球半,0.899,1.33,4.5,11,93.90%
世外欧洲,瑞典,卢森堡,8,0,1.029,三球,0.899,1.05,19,41,97.10%
世外欧洲,法罗,拉脱维,0,0,0.909,平手/半球,1.02,2.25,3.25,3.6,97.10%
世外欧洲,波黑,比利时,3,4,0.929,受半球,1,3.6,3.8,2.05,97.20%
世外欧洲,直布罗,爱沙尼,0,6,0.899,受两球/两球半,1.029,26,9,1.14,97.40%
世外非洲,几内亚,突尼斯,1,4,0.725,受平手/半球,1.075,3.4,2.9,2.38,94.40%
世外欧洲,白俄,荷兰,1,3,0.95,受两球,0.98,17,7.5,1.2,97.50%
世外欧洲,保加利,法国,0,1,1,受球半/两球,0.929,15,7,1.22,97.20%
世外欧洲,安道尔,葡萄牙,0,2,1.109,受四球,0.82,67,29,1.02,97.10%
世外欧洲,瑞士,匈牙利,5,2,0.98,一球/球半,0.95,1.36,4.75,12,97.20%
世外欧洲,塞浦路,希腊,1,2,0.75,受一球,1.05,7.5,4,1.55,97.20%
世外非洲,摩洛哥,加蓬,3,0,1.024,一球/球半,0.774,1.4,4,10,94.00%
巴甲,克鲁塞,庞特普,2,1,0.8,半球/一球,1.049,1.57,3.6,6.5,93.60%
世外欧洲,格鲁吉,威尔士,0,1,1.06,受半球,0.87,4.75,3.4,1.91,97.30%
世外欧洲,奥地利,塞尔维,3,2,0.919,受半球,1.009,3.9,3.5,2.05,97.10%
世外欧洲,爱尔兰,摩尔多,2,0,1.08,两球半,0.73,1.11,10,36,97.20%
世外欧洲,意大利,马其顿,1,1,1.069,两球/两球半,0.86,1.14,9.5,23,97.50%
世外欧洲,列支敦,以色列,0,1,0.8,受两球,1.14,21,7.5,1.18,97.20%
世外欧洲,西班牙,阿尔巴,3,0,1,三球,0.8,1.07,14,41,97.00%
世外欧洲,克罗地,芬兰,1,1,0.7,两球,1.1,1.14,9,26,97.40%
世外欧洲,土耳其,冰岛,0,3,0.85,半球,1.08,1.85,3.5,5,97.40%
世外北美,哥斯达,洪都拉,1,1,0.925,半球/一球,0.925,1.67,3.3,6,93.60%
世外北美,墨西哥,特立尼,3,1,0.95,两球/两球半,0.899,1.13,9,21,95.80%
世外北美,美国,巴拿马,4,0,0.8,半球/一球,1.049,1.62,3.8,6,95.50%
荷乙,福伦丹,特尔斯,3,4,1.02,一球,0.77,1.6,4.2,5,94.10%
荷乙,多德勒,埃因FC,4,3,1,平手,0.85,2.7,3.6,2.38,93.60%
荷乙,奥斯,前进鹰,1,6,0.899,受平手/半球,0.95,2.88,3.8,2.2,93.90%
世外欧洲,阿塞拜,捷克,1,2,0.919,受半球,1.009,4.5,3.4,1.95,97.20%
世外欧洲,亚美尼,波兰,1,6,1.009,受球半/两球,0.919,14,6.5,1.25,97.50%
世外欧洲,北爱,德国,1,3,0.65,受球半/两球,1.2,11,5.5,1.33,97.60%
世外欧洲,圣马力,挪威,0,8,1.149,受三球/三球半,0.79,67,21,1.04,97.60%
世外欧洲,黑山,丹麦,0,1,0.73,受半球,1.08,3.7,3.4,2.15,97.10%
世外欧洲,罗马尼,哈萨克,3,1,1.009,球半/两球,0.919,1.25,6.25,15,97.40%
世外欧洲,英格兰,斯洛文,1,0,0.98,球半,0.95,1.3,5.5,13,97.30%
世外欧洲,马耳他,立陶宛,1,1,0.84,受半球,1.089,4,3.3,2.1,97.20%
世外欧洲,苏格兰,斯洛伐,1,0,0.99,平手/半球,0.94,2.3,3.25,3.5,97.30%
世外南美,阿根廷,秘鲁,0,0,0.925,球半/两球,0.925,1.22,7,10,94.10%
世外南美,玻利维,巴西,0,0,0.899,受半球/一球,0.95,4.5,3.75,1.8,95.70%
世外南美,智利,厄瓜多,2,1,0.875,球半,0.975,1.33,5.5,9,95.70%
世外南美,哥伦比,巴拉圭,1,2,0.899,一球/球半,0.95,1.36,4.75,8.5,94.00%
世外南美,委内瑞,乌拉圭,0,0,0.975,受半球/一球,0.875,5.5,3.8,1.67,95.80%
英超,纽卡,利物浦,1,1,1.04,受半球/一球,0.889,5,4,1.73,97.30%
德甲,赫塔,拜仁,2,2,0.919,受球半/两球,1.009,11,5.75,1.25,93.90%
德甲,科隆,莱比锡,1,2,1.125,受平手/半球,0.81,3.6,3.5,2.05,95.10%
意甲,切沃,佛罗伦,2,1,0.73,受平手/半球,1.08,3,3.3,2.4,95.00%
意甲,AC米兰,罗马,0,2,0.95,平手,0.98,2.5,3.6,2.7,95.40%
意甲,亚特兰,尤文,2,2,1.089,受半球,0.84,5,3.4,1.8,95.30%
意甲,拉齐奥,萨索洛,6,1,0.879,一球,1.049,1.5,4.33,6.5,95.10%
意甲,贝内文,国米,1,2,1.08,受球半,0.85,9,5.75,1.29,94.30%
意甲,都灵,维罗纳,2,2,1,球半/两球,0.8,1.3,5.5,10,95.10%
意甲,士柏,克罗托,1,1,0.909,半球,1.02,1.85,3.5,4.5,95.40%
西甲,巴伦西,毕尔巴,3,2,1.06,半球/一球,0.87,1.75,3.8,4.6,95.10%
西甲,比利亚,埃瓦尔,3,0,0.929,半球/一球,1,1.7,3.8,5,95.10%
西甲,巴萨,拉斯帕,3,0,0.8,三球,1,1.08,11,26,94.80%
西甲,皇马,西牙人,2,0,1.069,两球半/三球,0.86,1.11,9.5,21,94.90%
英超,伯恩茅,莱切城,0,0,0.909,平手,1.02,2.6,3.5,2.8,97.30%
英超,曼联,水晶宫,4,0,1.069,两球,0.83,1.18,7.5,20,97.00%
英超,斯托克,南安普,2,1,0.7,受平手/半球,1.1,2.9,3.4,2.6,97.70%
英超,西布罗,沃特福,2,2,0.84,平手/半球,1.089,2.15,3.3,3.9,97.60%
英超,西汉姆,斯旺西,1,0,1,半球/一球,0.8,1.85,3.6,4.75,97.20%
英超,切尔西,曼城,0,1,0.97,平手,0.96,2.8,3.5,2.63,97.70%
德甲,门兴,汉诺威,2,1,0.889,半球/一球,1.04,1.73,3.8,5,96.00%
德甲,法兰克,斯图加,2,1,1.149,半球,0.79,2.05,3.3,3.8,94.90%
德甲,奥格斯,多特,1,2,0.84,受一球,1.089,5.5,4.2,1.6,95.70%
德甲,汉堡,不来梅,0,0,0.879,平手,1.049,2.7,3.2,2.75,95.60%
德甲,沃尔夫,美因茨,1,1,0.899,平手/半球,1.029,2.15,3.25,3.6,95.20%
西甲,塞维利,马拉加,2,0,1.009,一球/球半,0.919,1.4,5,7.5,95.50%
西甲,莱万特,阿拉维,0,2,0.879,半球,1.049,1.8,3.5,4.5,94.00%
西甲,莱加内,马竞技,0,0,0.98,受半球/一球,0.95,6,3.4,1.67,94.40%
德甲,沙尔克,勒沃,1,1,1.009,平手,0.919,2.63,3.6,2.55,95.20%
德乙,凯泽,菲尔特,3,0,0.975,平手,0.875,2.8,3.2,2.6,94.90%
德乙,因戈尔,达姆施,3,0,0.95,半球/一球,0.899,1.7,3.75,4.75,93.90%
西甲,塞尔塔,赫罗纳,3,3,1.009,半球/一球,0.919,1.7,3.6,5.5,95.40%
法乙,阿雅克,布尔格,2,0,0.774,半球,1.1,1.73,3.75,4.5,93.70%
法乙,欧塞尔,索肖,2,0,0.975,半球,0.875,1.95,3.1,4.33,93.80%
法乙,南锡,沙托鲁,4,1,0.85,半球,1,1.83,3.25,4.75,93.90%
法乙,尼奥尔,奎维利,2,1,0.85,半球,1,1.75,3.5,4.75,93.70%
法乙,朗斯,阿雅GF,2,0,0.925,半球,0.925,1.83,3.4,4.5,94.10%
法乙,图尔,布雷斯,1,2,0.8,受平手/半球,1.049,3.2,3.2,2.38,95.70%
法乙,奥尔良,瓦朗谢,3,4,0.825,半球,1.024,1.8,3.4,4.75,94.30%
法乙,巴黎FC,尼姆,2,1,0.95,平手,0.899,2.75,3,2.75,94.30%
荷乙,多德勒,福伦丹,2,2,1.05,受平手/半球,0.75,3.6,3.6,1.95,93.60%
荷乙,前进鹰,阿尔城,2,1,0.899,半球,0.95,1.91,3.75,3.6,93.60%
欧罗巴,科隆,红星,0,1,0.899,半球,1,1.85,3.6,4.75,97.20%
欧罗巴,巴特,阿森纳,2,4,0.81,受一球,1.089,5.5,4.1,1.67,97.60%
欧罗巴,毕尔巴,卢甘斯,0,1,1.049,球半/两球,0.85,1.29,5.5,15,97.70%
欧罗巴,厄斯松,赫塔,1,0,0.87,受平手/半球,1.029,3.3,3.4,2.35,97.80%
欧罗巴,尼斯,维迪斯,3,0,0.919,一球,0.98,1.55,4.33,6.5,97.10%
欧罗巴,拉齐奥,聚尔特,2,0,0.8,球半/两球,1.1,1.25,6.75,13,97.60%
欧罗巴,泽尼特,社会,3,1,0.98,半球,0.919,1.95,3.6,4.2,97.20%
欧罗巴,科尼亚,吉马良,2,1,0.86,平手/半球,1.04,2.2,3.25,3.75,97.20%
欧罗巴,萨茨堡,马赛,1,0,0.75,平手/半球,1.05,2.1,3.75,3.6,98.00%
欧罗巴,卢多戈,霍芬,2,1,0.77,受平手/半球,1.14,3,3.5,2.45,97.40%
欧罗巴,布拉加,伊斯坦,2,1,1.089,平手/半球,0.81,2.5,3.3,3.1,97.50%
欧罗巴,AC米兰,里耶卡,3,2,1,球半/两球,0.8,1.29,5.75,13,97.50%
欧罗巴,埃弗顿,阿波罗,2,2,1.109,球半,0.79,1.3,5.5,13,97.30%
欧罗巴,里昂,亚特兰,1,1,0.85,平手/半球,0.95,2.1,3.75,3.6,98.00%
欧冠,塞维利,马里博,3,0,0.929,两球半,1,1.1,12,29,97.40%
欧冠,莫斯巴,利物浦,1,1,0.909,受一球/球半,1.02,6.5,4.8,1.5,97.20%
欧冠,曼城,矿工,2,0,1.04,两球/两球半,0.889,1.2,8,15,97.60%
欧冠,那不勒,费耶诺,3,1,0.909,两球/两球半,1.02,1.17,9,17,97.60%
欧冠,摩纳哥,波尔图,0,3,1,平手/半球,0.929,2.3,3.4,3.4,97.70%
欧冠,贝西克,莱比锡,2,0,1.009,受平手/半球,0.919,3.4,3.5,2.25,97.60%
欧冠,希腊人,热刺,0,3,0.95,受一球/球半,0.98,9,5,1.4,97.50%
欧冠,多特,皇马,1,3,1.05,平手,0.75,2.88,3.9,2.38,97.70%
欧冠,莫陆军,曼联,1,4,1.02,受半球/一球,0.909,6,3.7,1.7,97.50%
欧冠,日尔曼,拜仁,3,0,1.04,半球,0.889,2.05,3.9,3.5,97.10%
欧冠,安德莱,凯尔特,0,3,0.8,平手,1.14,2.55,3.5,2.9,97.80%
欧冠,马竞技,切尔西,1,2,0.81,平手/半球,1.125,2.1,3.4,4,98.00%
欧冠,尤文,奥林匹,2,0,0.96,两球/两球半,0.97,1.13,10,26,97.70%
欧冠,里斯本,巴萨,0,1,0.95,受一球/球半,0.98,7.5,5,1.44,97.30%
英超,布赖顿,纽卡,1,0,1,平手,0.929,2.88,3.1,2.8,97.40%
